LSOA GVA Estimates (millions),Urban_rura,RUC21NM,LU_pct_micro_2025_msoa,LU_pct_small_2025_msoa,LU_pct_medium_2025_msoa,LU_pct_large_2025_msoa,enterprises_per_1k_residents_2025,total_enterprises_2025_msoa,turnover_diversity_1-HHI_2025_msoa,LU_diversity_1-HHI_2025,share_enterprises_creative_2025_msoa,share_enterprises_foundational_2025_msoa,share_enterprises_green_aligned_2025_msoa,share_enterprises_industrial_2025_msoa,share_enterprises_kibs_2025_msoa,share_enterprises_anchor_2025_msoa,share_enterprises_public_2025_msoa,share_enterprises_private_2025_msoa,employment_rate_per_pop,full_to_part_ratio,total_employees,Apprenticeship %,"Level 1 and entry level qualifications: 1 to 4 GCSEs grade A* to C, Any GCSEs at other grades, O levels or CSEs (any grades), 1 AS level, NVQ level 1, Foundation GNVQ, Basic or Essential Skills %","Level 2 qualifications: 5 or more GCSEs (A* to C or 9 to 4), O levels (passes), CSEs (grade 1), School Certification, 1 A level, 2 to 3 AS levels, VCEs, Intermediate or Higher Diploma, Welsh Baccalaureate Intermediate Diploma, NVQ level 2, Intermediate GNVQ, City and Guilds Craft, BTEC First or General Diploma, RSA Diploma %","Level 3 qualifications: 2 or more A levels or VCEs, 4 or more AS levels, Higher School Certificate, Progression or Advanced Diploma, Welsh Baccalaureate Advance Diploma, NVQ level 3; Advanced GNVQ, City and Guilds Advanced Craft, ONC, OND, BTEC National, RSA Advanced Diploma %","Level 4 qualifications or above: degree (BA, BSc), higher degree (MA, PhD, PGCE), NVQ level 4 to 5, HNC, HND, RSA Higher Diploma, BTEC Higher level, professional qualifications (for example, teaching, nursing, accountancy) %",No qualifications %,"Other: vocational or work-related qualifications, other qualifications achieved in England or Wales, qualifications achieved outside England or Wales (equivalent not stated or unknown) %",IMD_decile,Income_decile,Employment_decile,Education_decile,AdultSkills_decile,Percentage of connections receiving less than 10Mbit/s broadband,Average download speed (Mbit/s),Percentage of homes unable to receive at least 30Mbit/s broadband,bus_stop_density,dist_to_primary_m,Mid-2024 population,Working_Age_Pop,Pct_Working_Age,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,area_km2,LU_micro_2025_msoa,LU_small_2025_msoa,LU_medium_2025_msoa,LU_large_2025_msoa,LU_total_2025_msoa,full_time_employees,part_time_employees
11.937,Urban,Urban: Nearer to a major town or city,0.7913043478260869,0.1478260869565217,0.052173913,0.008695652,272.53668763102723,520,0.8117913832199546,0.8855954631379962,0.2019230769230769,0.2692307692307692,0.067307692,0.0576923076923076,0.5576923076923077,0.0576923076923076,0.0,1.0,0.0340670859538784,0.3,65,1.8343815513626835,5.241090146750524,9.067085953878406,12.316561844863733,39.57023060796646,5.450733752620545,1.0482180293501049,10,10,10,9,10,0.0,99.53490566,0.0,0.4473296636511058,1692.1836814531666,1908,1117,0.5854297693920335,E01016632,Wokingham 016C,E02003454,Wokingham 016,2.235487787324448,455,85,30,5,575,15,50
17.318,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,312.5,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.2232142857142857,0.7142857142857143,300,1.5625,5.580357142857143,9.895833333333332,10.56547619047619,47.39583333333333,5.208333333333334,1.488095238095238,10,10,10,10,10,0.0,40.38423237,1.5,0.90913728072151,457.8702138285284,1344,825,0.6138392857142857,E01016633,Wokingham 019A,E02003457,Wokingham 019,2.199887786377828,430,15,5,0,450,125,175
333.263,Urban,Urban: Nearer to a major town or city,0.7913043478260869,0.1478260869565217,0.052173913,0.008695652,235.2941176470588,520,0.8117913832199546,0.8855954631379962,0.2019230769230769,0.2692307692307692,0.067307692,0.0576923076923076,0.5576923076923077,0.0576923076923076,0.0,1.0,2.9411764705882355,0.8571428571428571,6500,3.484162895927602,5.384615384615385,8.099547511312217,11.402714932126695,36.832579185520366,9.321266968325792,1.674208145,9,8,8,10,9,0.0,65.64965986,38.7,0.5823796961837022,952.0228003244758,2210,1428,0.6461538461538462,E01016634,Wokingham 016D,E02003454,Wokingham 016,3.434185657751936,455,85,30,5,575,3000,3500
13.836,Urban,Urban: Nearer to a major town or city,0.94,0.06,0.0,0.0,177.1793054571226,250,0.7535563244905805,0.8888888888888888,0.18,0.26,0.06,0.04,0.52,0.08,0.0,1.0,0.046066619,0.4444444444444444,65,2.551381998582565,5.882352941,9.355067328136077,13.607370659107016,40.53862508858965,4.181431608788094,0.7087172218284904,10,10,10,10,10,0.0,115.284696,0.0,1.3035942993553065,800.4459214,1411,923,0.6541459957476967,E01016635,Wokingham 015D,E02003453,Wokingham 015,0.7671098289510401,235,15,0,0,250,20,45
11.459,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,284.7457627118644,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.091525424,0.35,135,3.1186440677966103,7.864406779661016,10.16949152542373,12.745762711864405,39.389830508474574,6.372881355932202,1.7627118644067796,10,10,10,10,10,0.0,41.809375,0.0,0.3634728530012265,167.22936912509272,1475,852,0.5776271186440678,E01016636,Wokingham 019B,E02003457,Wokingham 019,2.7512371054479425,430,15,5,0,450,35,100
11.116,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,389.9721448467967,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.1624883936861652,0.4,175,3.2497678737233056,4.549675023212628,9.656453110492109,13.09192200557103,47.26090993500464,6.035283194057568,2.785515320334262,10,10,10,10,10,0.0,39.46405063,0.6,0.2594613131651752,410.0852695081697,1077,650,0.6035283194057567,E01016637,Wokingham 019C,E02003457,Wokingham 019,3.854139130805184,430,15,5,0,450,50,125
9.662,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,318.90660592255125,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.049354594,0.3,65,3.568716780561883,6.909643128321943,12.37661351556568,14.95823842,32.42217160212604,5.087319665907366,1.442672741078208,10,10,10,10,9,0.0,59.19285714,0.0,0.918658827688558,695.1790111939041,1317,865,0.6567957479119211,E01016638,Wokingham 019D,E02003457,Wokingham 019,1.0885433959374284,430,15,5,0,450,15,50
21.736,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,271.3178294573643,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.1453488372093023,0.5,225,3.940568475452196,5.878552971576228,11.69250645994832,12.015503875968992,40.43927648578811,8.785529715762273,1.550387596899225,9,9,9,9,10,0.0,53.87758319,0.0,0.6495345624376193,1455.3537054685164,1548,998,0.6447028423772609,E01016639,Wokingham 019E,E02003457,Wokingham 019,1.539563955222227,430,15,5,0,450,75,150
40.263,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,269.2307692307692,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.3685897435897436,0.6428571428571429,575,4.038461538461538,5.384615384615385,12.243589743589745,12.435897435897436,43.07692307692308,9.358974359,1.4743589743589742,10,10,10,10,10,0.006756757,58.01559934,0.7,0.056300602,2507.005033699902,1560,943,0.6044871794871794,E01016640,Wokingham 019F,E02003457,Wokingham 019,17.76179950754301,430,15,5,0,450,225,350
9.485,Urban,Urban: Nearer to a major town or city,0.9555555555555556,0.033333333,0.0111111111111111,0.0,317.22054380664656,420,0.7593079584775086,0.8511551571771241,0.1904761904761904,0.3214285714285714,0.0119047619047619,0.0119047619047619,0.5833333333333334,0.035714286,0.0,1.0,0.060422961,0.6,80,3.0211480362537766,5.060422960725076,11.10271903323263,13.746223564954684,44.10876132930513,5.060422960725076,1.2084592145015105,10,10,10,10,10,0.0,87.16901099,0.7,0.7366926769062612,2115.219334297015,1324,842,0.6359516616314199,E01016643,Wokingham 019G,E02003457,Wokingham 019,1.357418135605063,430,15,5,0,450,30,50
23.267,Urban,Urban: Nearer to a major town or city,0.9452054794520548,0.04109589,0.01369863,0.0,240.3520649966148,355,0.757716049,0.8638117283950617,0.2253521126760563,0.2676056338028169,0.042253521,0.042253521,0.6056338028169014,0.028169014084507,0.0,1.0,0.1354096140825998,1.0,200,3.2498307379823967,5.551794177386594,9.817197021,11.103588354773189,36.62830060934326,6.4996614759647935,1.5572105619498984,10,9,10,10,9,0.0,116.0587473,0.0,2.2512478454055884,925.9318106,1477,996,0.6743398781313473,E01016644,Wokingham 011A,E02003449,Wokingham 011,0.4441980930890523,345,15,5,0,365,100,100
18.248,Urban,Urban: Nearer to a major town or city,0.9452054794520548,0.04109589,0.01369863,0.0,233.55263157894737,355,0.757716049,0.8638117283950617,0.2253521126760563,0.2676056338028169,0.042253521,0.042253521,0.6056338028169014,0.028169014084507,0.0,1.0,0.2302631578947368,0.4,350,3.0921052631578947,7.5,10.855263157894738,14.276315789473683,39.34210526,7.236842105263158,2.5657894736842106,10,10,10,9,9,0.0,106.9325653,0.0,6.284533616002422,969.9567931686148,1520,1127,0.7414473684210526,E01016645,Wokingham 011B,E02003449,Wokingham 011,0.6364831894310705,345,15,5,0,365,100,250
12.216,Urban,Urban: Nearer to a major town or city,0.9452054794520548,0.04109589,0.01369863,0.0,223.4109503,355,0.757716049,0.8638117283950617,0.2253521126760563,0.2676056338028169,0.042253521,0.042253521,0.6056338028169014,0.028169014084507,0.0,1.0,0.062932662,0.3333333333333333,100,3.146633102580239,6.670862177470108,12.020138451856512,14.096916299559473,37.69666456891127,6.041535556954059,0.9439899307740718,10,10,10,10,9,0.0,126.4638182,0.0,4.328525664549461,289.40868490066947,1589,1102,0.6935179358086847,E01016646,Wokingham 011C,E02003449,Wokingham 011,1.3861532690310423,345,15,5,0,365,25,75
17.402,Urban,Urban: Nearer to a major town or city,0.8287671232876712,0.1232876712328767,0.034246575,0.01369863,339.67391304347825,625,0.791509196,0.8755611087972603,0.272,0.256,0.024,0.016,0.632,0.04,0.007936508,0.992063492063492,0.1222826086956521,0.5,225,2.5543478260869565,6.7934782608695645,10.760869565217392,11.467391304347826,37.391304347826086,7.717391304347826,1.576086956521739,10,9,9,9,9,0.0,116.9079336,0.0,3.0173873821724766,588.728355,1840,1214,0.6597826086956522,E01016647,Wokingham 009A,E02003447,Wokingham 009,2.982712810815868,605,90,25,10,730,75,150
12.394,Urban,Urban: Nearer to a major town or city,0.9452054794520548,0.04109589,0.01369863,0.0,246.8706536856745,355,0.757716049,0.8638117283950617,0.2253521126760563,0.2676056338028169,0.042253521,0.042253521,0.6056338028169014,0.028169014084507,0.0,1.0,0.0486787204450625,0.5555555555555556,70,2.086230876216968,6.954102920723226,10.43115438108484,12.58692628650904,39.22114047287899,6.536856745479833,1.808066759388039,10,9,10,9,9,0.0,116.4494565,0.0,3.2909366790173737,634.7878547255754,1438,993,0.6905424200278164,E01016648,Wokingham 011D,E02003449,Wokingham 011,0.6077297119545828,345,15,5,0,365,25,45
32.106,Urban,Urban: Nearer to a major town or city,0.9452054794520548,0.04109589,0.01369863,0.0,247.21448467966573,355,0.757716049,0.8638117283950617,0.2253521126760563,0.2676056338028169,0.042253521,0.042253521,0.6056338028169014,0.028169014084507,0.0,1.0,0.2959610027855153,0.4166666666666667,425,3.7604456824512535,6.476323119777158,11.350974930362115,11.142061281337048,39.62395543175488,6.058495822,2.298050139275766,10,10,10,10,9,0.0,105.1405018,0.0,7.172156117562834,257.04744262206106,1436,1000,0.6963788300835655,E01016649,Wokingham 011E,E02003449,Wokingham 011,0.9759966020341824,345,15,5,0,365,125,300
10.746,Urban,Urban: Nearer to a major town or city,0.9285714285714286,0.0625,0.008928571,0.0,352.65363128491623,505,0.7356141554749535,0.8651892890120036,0.297029703,0.2673267326732673,0.0198019801980198,0.0198019801980198,0.6039603960396039,0.04950495,0.0,1.0,0.066340782,0.2666666666666666,95,2.304469273743017,5.796089385,8.449720670391061,14.455307262569834,44.76256983240224,7.332402234636872,1.7458100558659218,10,9,10,10,9,0.0,110.3140385,0.0,10.80459753868515,743.3638284031642,1432,974,0.6801675977653632,E01016651,Wokingham 012A,E02003450,Wokingham 012,0.8329787359294127,520,35,5,0,560,20,75
8.659,Urban,Urban: Nearer to a major town or city,0.8783783783783784,0.094594595,0.027027027,0.0,260.1626016260163,320,0.7773186409550046,0.8515668981047101,0.34375,0.234375,0.015625,0.015625,0.640625,0.078125,0.0,1.0,0.048780488,0.3333333333333333,60,3.414634146341464,7.235772357723577,9.349593496,11.544715447154472,41.86991869918699,6.260162601626017,2.5203252032520327,10,10,10,10,9,0.0,109.128536,0.0,5.3128939146355885,1053.1717777440192,1230,792,0.6439024390243903,E01016652,Wokingham 008B,E02003446,Wokingham 008,0.3764426755238872,325,35,10,0,370,15,45
46.238,Urban,Urban: Nearer to a major town or city,0.8783783783783784,0.094594595,0.027027027,0.0,234.60410557184755,320,0.7773186409550046,0.8515668981047101,0.34375,0.234375,0.015625,0.015625,0.640625,0.078125,0.0,1.0,0.6231671554252199,1.4285714285714286,850,2.272727272727273,4.252199413489736,9.384164223,10.777126099706743,46.99413489736071,6.8181818181818175,1.5395894428152492,10,9,10,10,10,0.0,98.34675052,2.2,3.4394424079607844,829.3380642015763,1364,839,0.6151026392961877,E01016653,Wokingham 008C,E02003446,Wokingham 008,0.8722344043488939,325,35,10,0,370,500,350
26.9,Urban,Urban: Nearer to a major town or city,0.9285714285714286,0.0625,0.008928571,0.0,397.0125786163522,505,0.7356141554749535,0.8651892890120036,0.297029703,0.2673267326732673,0.0198019801980198,0.0198019801980198,0.6039603960396039,0.04950495,0.0,1.0,0.3537735849056603,0.8,450,3.852201257861635,7.232704402515723,12.028301886792454,12.342767295597485,43.31761006289308,9.040880503144653,2.672955974842768,10,10,10,10,9,0.0,111.6142035,0.0,4.795235964296186,611.8762384632302,1272,781,0.6139937106918238,E01016654,Wokingham 012B,E02003450,Wokingham 012,1.0427015557166368,520,35,5,0,560,200,250
12.602,Urban,Urban: Nearer to a major town or city,0.9285714285714286,0.0625,0.008928571,0.0,403.3546325878594,505,0.7356141554749535,0.8651892890120036,0.297029703,0.2673267326732673,0.0198019801980198,0.0198019801980198,0.6039603960396039,0.04950495,0.0,1.0,0.1198083067092651,1.0,150,3.035143769968051,6.469648562300319,10.782747603833863,12.460063897763575,43.29073482428115,5.5910543130990416,0.7188498402555911,10,10,10,10,10,0.0,117.887239,0.0,4.868831856804139,333.8814318517401,1252,834,0.6661341853035144,E01016655,Wokingham 012C,E02003450,Wokingham 012,0.6161642234178888,520,35,5,0,560,75,75
131.184,Rural,Smaller rural: Nearer to a major town or city,0.8521739130434782,0.1130434782608695,0.026086957,0.008695652,358.8681849551415,520,0.7987312572087658,0.9054741953167827,0.173076923076923,0.3365384615384615,0.0384615384615384,0.0384615384615384,0.5,0.0576923076923076,0.0,1.0,1.207729468599034,0.4,1750,3.7267080745341614,6.487232574189096,10.904071773636993,13.871635610766043,36.71497584541063,8.971704623878537,2.2084195997239475,8,9,8,8,9,0.0,74.1530541,2.9,0.114596325266769,273.33899968632016,1449,881,0.6080055210489993,E01016656,Wokingham 010C,E02003448,Wokingham 010,43.63141652544692,490,65,15,5,575,500,1250
12.932,Rural,Larger rural: Nearer to a major town or city,0.9056603773584906,0.075471698,0.0188679245283018,0.0,180.50541516245488,250,0.728,0.8550295857988166,0.24,0.26,0.04,0.04,0.6,0.06,0.0,1.0,0.1624548736462094,0.5,225,3.032490974729242,4.837545126353791,10.613718411552346,11.84115523465704,47.58122743682311,4.693140794223827,0.9386281588447654,10,10,10,10,10,0.0,90.9682,1.5,0.1127891475569962,175.16237857247208,1385,939,0.6779783393501805,E01016657,Wokingham 004B,E02003442,Wokingham 004,8.866101231013076,240,20,5,0,265,75,150
20.888,Urban,Urban: Nearer to a major town or city,0.9056603773584906,0.075471698,0.0188679245283018,0.0,84.37394532568344,250,0.728,0.8550295857988166,0.24,0.26,0.04,0.04,0.6,0.06,0.0,1.0,0.0421869726628417,0.25,125,2.3962200472494097,4.657441781977726,9.483631454606815,11.981100236247046,35.36955788052649,3.6787040161997977,1.4174822814714816,9,8,10,8,10,0.0,153.6011976,0.0,2.5568684652127125,1878.034263023212,2963,1968,0.6641916976037799,E01016658,Wokingham 004C,E02003442,Wokingham 004,1.955517097585244,240,20,5,0,265,25,100
24.687,Urban,Urban: Nearer to a major town or city,0.9056603773584906,0.075471698,0.0188679245283018,0.0,174.82517482517483,250,0.728,0.8550295857988166,0.24,0.26,0.04,0.04,0.6,0.06,0.0,1.0,0.3496503496503496,0.6666666666666666,500,3.4265734265734267,8.881118881118882,12.447552447552448,14.755244755244757,29.23076923076924,8.951048951048952,1.6783216783216783,9,8,10,7,8,0.0,96.82550459,0.0,10.04635043,1628.5528699173965,1430,975,0.6818181818181818,E01016659,Wokingham 004D,E02003442,Wokingham 004,0.4976931706175757,240,20,5,0,265,200,300
10.654,Urban,Urban: Nearer to a major town or city,0.9056603773584906,0.075471698,0.0188679245283018,0.0,145.6027956,250,0.728,0.8550295857988166,0.24,0.26,0.04,0.04,0.6,0.06,0.0,1.0,0.037856727,0.3,65,4.484566104,7.862550960978451,9.900990099,14.676761793826444,31.275480489225394,7.746068724519511,1.572510192,10,9,10,8,8,0.0,101.8058511,0.0,5.998807377859887,1044.8099083437594,1717,1074,0.6255096097845079,E01016660,Wokingham 004E,E02003442,Wokingham 004,1.666998016456992,240,20,5,0,265,15,50
12.782,Urban,Urban: Nearer to a major town or city,0.9444444444444444,0.037037037037037,0.0185185185185185,0.0,182.29166666666663,245,0.6958861976163014,0.8559670781893004,0.2448979591836734,0.3673469387755102,0.020408163,0.020408163,0.5102040816326531,0.0612244897959183,0.0,1.0,0.085565476,0.5333333333333333,115,5.133928571428571,8.854166666666668,10.342261904761903,15.625,26.636904761904763,9.970238095238097,2.157738095238096,10,10,10,6,7,0.0,108.1773034,0.0,3.025653105355649,486.2308341540755,1344,881,0.6555059523809523,E01016661,Wokingham 007A,E02003445,Wokingham 007,1.3220286201744935,255,10,5,0,270,40,75
20.904,Urban,Urban: Nearer to a major town or city,0.8421052631578947,0.1228070175438596,0.035087719,0.0,122.15435868961688,220,0.7665289256198347,0.8978512396694215,0.2045454545454545,0.4318181818181818,0.0454545454545454,0.0454545454545454,0.4090909090909091,0.0454545454545454,0.0,1.0,0.083287063,0.5,150,4.4419766796224325,9.661299278,10.327595780122154,11.32704053,21.37701277068296,14.991671293725709,1.776790671848973,3,2,3,2,4,0.0,104.2551304,0.0,11.274133637877878,578.9104146181909,1801,1160,0.6440866185452526,E01016662,Wokingham 005D,E02003443,Wokingham 005,0.5321916692420346,240,35,10,0,285,50,100
10.501,Urban,Urban: Nearer to a major town or city,0.9444444444444444,0.037037037037037,0.0185185185185185,0.0,146.88249400479617,245,0.6958861976163014,0.8559670781893004,0.2448979591836734,0.3673469387755102,0.020408163,0.020408163,0.5102040816326531,0.0612244897959183,0.0,1.0,0.059952038,0.3333333333333333,100,4.376498800959232,8.093525179856115,12.829736211031175,12.050359712230216,28.117505995203835,10.191846522781775,1.7985611510791366,9,9,9,7,8,0.0,121.1896761,0.0,8.584865988445305,304.5904046891236,1668,1044,0.6258992805755396,E01016663,Wokingham 007B,E02003445,Wokingham 007,1.164840547710282,255,10,5,0,270,25,75
28.733,Urban,Urban: Nearer to a major town or city,0.8333333333333334,0.1083333333333333,0.0416666666666666,0.0166666666666666,372.2627737226277,510,0.8042228296729192,0.8807813846595806,0.3137254901960784,0.284313725490196,0.0294117647058823,0.0294117647058823,0.5882352941176471,0.0490196078431372,0.0,1.0,0.291970803,1.0,400,2.627737226277372,4.598540145985401,8.394160583941606,9.343065693430656,40.72992700729928,4.963503649635037,1.897810218978102,10,10,10,10,10,0.0,119.2139651,0.0,7.1289614942987365,569.5506141269734,1370,818,0.5970802919708029,E01016664,Wokingham 006D,E02003444,Wokingham 006,0.9819101990658988,500,65,25,10,600,200,200
23.311,Urban,Urban: Nearer to a major town or city,0.8783783783783784,0.094594595,0.027027027,0.0,208.46905537459284,320,0.7773186409550046,0.8515668981047101,0.34375,0.234375,0.015625,0.015625,0.640625,0.078125,0.0,1.0,0.2280130293159609,1.0,350,4.039087947882736,7.752442996742672,11.856677524429967,12.899022801302932,36.41693811074919,8.078175895765472,1.6938110749185669,10,9,10,9,8,0.0,116.5065934,0.7,9.601141607359368,632.9806492444512,1535,1006,0.6553745928338762,E01016665,Wokingham 008D,E02003446,Wokingham 008,0.9373885281622566,325,35,10,0,370,175,175
9.618,Urban,Urban: Nearer to a major town or city,0.8783783783783784,0.094594595,0.027027027,0.0,228.89842632331903,320,0.7773186409550046,0.8515668981047101,0.34375,0.234375,0.015625,0.015625,0.640625,0.078125,0.0,1.0,0.06795422,0.2666666666666666,95,3.433476394849785,7.0100143061516444,11.23032904148784,11.94563662374821,36.33762517882689,6.580829756795422,1.3590844062947067,10,10,10,10,9,0.040650407,130.9163636,4.9,10.458864660792832,315.13505844228126,1398,914,0.65379113,E01016666,Wokingham 008E,E02003446,Wokingham 008,0.5736760341198612,325,35,10,0,370,20,75
19.675,Urban,Urban: Nearer to a major town or city,0.8333333333333334,0.1083333333333333,0.0416666666666666,0.0166666666666666,297.029703,510,0.8042228296729192,0.8807813846595806,0.3137254901960784,0.284313725490196,0.0294117647058823,0.0294117647058823,0.5882352941176471,0.0490196078431372,0.0,1.0,0.145602796,1.0,250,2.5043680838672104,5.358182877111241,8.037274316,10.42516016307513,40.76878276,8.736167734420501,2.038439138,9,9,8,9,9,0.0,74.33103448,0.0,5.521845735225583,60.61505628338495,1717,1095,0.6377402446126965,E01016668,Wokingham 006E,E02003444,Wokingham 006,1.2676920608891349,500,65,25,10,600,125,125
16.283,Urban,Urban: Nearer to a major town or city,0.8333333333333334,0.1083333333333333,0.0416666666666666,0.0166666666666666,255.2552552552553,510,0.8042228296729192,0.8807813846595806,0.3137254901960784,0.284313725490196,0.0294117647058823,0.0294117647058823,0.5882352941176471,0.0490196078431372,0.0,1.0,0.1001001001001001,0.6,200,3.303303303303303,6.356356356356356,9.80980981,11.21121121121121,35.785785785785784,7.707707707707708,2.052052052052052,10,9,9,9,10,0.0,107.14624,0.0,5.701729927619556,51.84391855514041,1998,1237,0.6191191191191191,E01016669,Wokingham 006F,E02003444,Wokingham 006,1.052312206324541,500,65,25,10,600,75,125
37.946,Urban,Urban: Nearer to a major town or city,0.9285714285714286,0.057142857,0.0142857142857142,0.0,109.1703056768559,325,0.7294674556213018,0.8657142857142857,0.2153846153846154,0.3230769230769231,0.0153846153846153,0.0153846153846153,0.5384615384615384,0.076923077,0.0,1.0,0.1343634531407457,0.6,400,2.754450789385287,6.348673160900235,9.942895532415182,13.570708767215317,35.00167954316426,4.4675848169297945,0.9069533087000335,10,9,10,10,10,0.0,127.0565733,0.0,1.0967193482314643,492.2562294633559,2977,2045,0.6869331541820625,E01016670,Wokingham 014A,E02003452,Wokingham 014,1.8236206037808471,325,20,5,0,350,150,250
46.274,Urban,Urban: Nearer to a major town or city,0.8041958041958042,0.1678321678321678,0.020979021,0.006993007,268.8679245283019,570,0.7912946428571428,0.9038881174370164,0.1228070175438596,0.2894736842105263,0.026315789,0.026315789,0.5350877192982456,0.078947368,0.00862069,0.9913793103448276,0.4009433962264151,0.8888888888888888,850,3.443396226415094,6.603773585,8.962264150943396,11.41509433962264,40.61320754716981,12.216981132075473,4.009433962264151,10,9,10,10,10,0.0,92.84080717,1.4,1.7815091402585626,438.661342562844,2120,1065,0.5023584905660378,E01016671,Wokingham 013B,E02003451,Wokingham 013,2.2452873856260163,575,120,15,5,715,400,450
29.752,Urban,Urban: Nearer to a major town or city,0.9285714285714286,0.057142857,0.0142857142857142,0.0,109.1703056768559,325,0.7294674556213018,0.8657142857142857,0.2153846153846154,0.3230769230769231,0.0153846153846153,0.0153846153846153,0.5384615384615384,0.076923077,0.0,1.0,0.1175680214981525,0.75,350,2.5529056096741685,6.583809204,8.733624454,11.521666106818945,33.758817601612364,6.382264024185422,1.5115888478333892,10,10,10,10,10,0.0,104.490429,0.0,4.6015351535165285,276.18274540078886,2977,1847,0.6204232448773933,E01016672,Wokingham 014B,E02003452,Wokingham 014,1.7385502301088231,325,20,5,0,350,150,200
22.735,Urban,Urban: Nearer to a major town or city,0.8041958041958042,0.1678321678321678,0.020979021,0.006993007,317.19532554257097,570,0.7912946428571428,0.9038881174370164,0.1228070175438596,0.2894736842105263,0.026315789,0.026315789,0.5350877192982456,0.078947368,0.00862069,0.9913793103448276,0.1530328324986088,0.5714285714285714,275,4.396215915,9.682804674,10.962715637173066,11.519198664440736,24.930439621591542,17.417918753478016,2.949360044518642,3,3,2,3,3,0.0,103.0294931,0.0,4.259472746315909,131.74465243119863,1797,1191,0.662771285,E01016673,Wokingham 013C,E02003451,Wokingham 013,1.1738542063274346,575,120,15,5,715,100,175
15.855,Urban,Urban: Nearer to a major town or city,0.8041958041958042,0.1678321678321678,0.020979021,0.006993007,223.96856581532415,570,0.7912946428571428,0.9038881174370164,0.1228070175438596,0.2894736842105263,0.026315789,0.026315789,0.5350877192982456,0.078947368,0.00862069,0.9913793103448276,0.043222003929273,0.4666666666666667,110,2.475442043222004,4.715127701375246,8.094302554027506,9.194499017681729,23.22200392927309,5.383104125736739,1.2573673870333988,8,5,7,7,9,0.0,115.4468852,0.0,1.3632799590941889,436.3878920187236,2545,1549,0.6086444007858546,E01016674,Wokingham 013D,E02003451,Wokingham 013,1.4670500997673803,575,120,15,5,715,35,75
18.162,Rural,Larger rural: Nearer to a major town or city,0.8367346938775511,0.1326530612244898,0.0306122448979591,0.0,297.8859705317104,465,0.8213666319805758,0.905213753698602,0.1075268817204301,0.2580645161290322,0.075268817,0.064516129,0.4731182795698925,0.086021505,0.010752688172043,0.989247312,0.1601537475976938,0.6666666666666666,250,1.601537475976938,4.804612427930813,8.712363869314542,11.33888532991672,48.110185778347216,6.213965407,1.9859064702114029,10,10,10,10,10,0.0,77.29146758,9.4,0.2936476360297237,463.9299596803542,1561,884,0.5663036515054453,E01016676,Wokingham 001B,E02003439,Wokingham 001,3.4054420240549037,410,65,15,0,490,100,150
247.263,Rural,Larger rural: Nearer to a major town or city,0.8367346938775511,0.1326530612244898,0.0306122448979591,0.0,308.7649402390438,465,0.8213666319805758,0.905213753698602,0.1075268817204301,0.2580645161290322,0.075268817,0.064516129,0.4731182795698925,0.086021505,0.010752688172043,0.989247312,1.1620185922974768,0.4,1750,3.851261620185923,4.847277556440903,9.495351926,11.155378486055776,33.53253652058433,13.811420982735722,1.3280212483399734,8,7,6,7,6,0.0,96.77102804,0.0,0.042505814,753.7149821081377,1506,901,0.5982735723771581,E01016678,Wokingham 001D,E02003439,Wokingham 001,23.52619319660949,410,65,15,0,490,500,1250
